Time,Lat,Lon,Alt,Roll,Pitch,Yaw
1741113056.2343957,-35.3647648,149.1650058,683.76,-0.02714298479259014,-0.005240703001618385,-0.07715989649295807
1741113056.334533,-35.3647112,149.1650001,683.79,-0.02721337229013443,-0.005290101747959852,-0.07731454819440842
1741113056.4346786,-35.3647112,149.1650001,683.79,-0.02721337229013443,-0.005290101747959852,-0.07731454819440842
1741113056.535029,-35.3647112,149.1650001,683.79,-0.027328701689839363,-0.005475129000842571,-0.07743818312883377
1741113056.6352427,-35.3646617,149.1649948,683.82,-0.027328701689839363,-0.005475129000842571,-0.07743818312883377
1741113056.7355094,-35.3646617,149.1649948,683.82,-0.027328701689839363,-0.005475129000842571,-0.07743818312883377
1741113056.8357365,-35.3646081,149.164989,683.85,-0.027349891141057014,-0.00604399386793375,-0.07764667272567749
1741113056.9359128,-35.3646081,149.164989,683.85,-0.027349891141057014,-0.00604399386793375,-0.07764667272567749
1741113057.0360732,-35.3645586,149.1649837,683.87,-0.027443373575806618,-0.006665799766778946,-0.07780194282531738
1741113057.1363378,-35.3645586,149.1649837,683.87,-0.027443373575806618,-0.006665799766778946,-0.07780194282531738
1741113057.236618,-35.3645586,149.1649837,683.87,-0.027443373575806618,-0.006665799766778946,-0.07780194282531738
1741113057.3367743,-35.3645051,149.1649779,683.89,-0.02743307128548622,-0.007110713981091976,-0.07798535376787186
1741113057.436874,-35.3645051,149.1649779,683.89,-0.02743307128548622,-0.007110713981091976,-0.07798535376787186
1741113057.5371592,-35.3644556,149.1649726,683.91,-0.02740846760571003,-0.007399336434900761,-0.07820255309343338
1741113057.637344,-35.3644556,149.1649726,683.91,-0.02740846760571003,-0.007399336434900761,-0.07820255309343338
1741113057.737553,-35.3644556,149.1649726,683.91,-0.02740846760571003,-0.007399336434900761,-0.07820255309343338
1741113057.8376732,-35.3644021,149.1649668,683.93,-0.02746962197124958,-0.007699844893068075,-0.07839804142713547
1741113057.9379125,-35.3644021,149.1649668,683.93,-0.02746962197124958,-0.007699844893068075,-0.07839804142713547
1741113058.03804,-35.3643526,149.1649615,683.94,-0.036487236618995667,-0.007898768410086632,-0.07808011025190353
1741113058.1381464,-35.3643526,149.1649615,683.94,-0.036487236618995667,-0.007898768410086632,-0.07808011025190353
1741113058.2383084,-35.3643526,149.1649615,683.94,-0.036487236618995667,-0.007898768410086632,-0.07808011025190353
1741113058.3384979,-35.3642991,149.1649556,683.96,-0.09451121836900711,-0.007559685967862606,-0.07618345320224762
1741113058.438734,-35.3642991,149.1649556,683.96,-0.09451121836900711,-0.007559685967862606,-0.07618345320224762
1741113058.53891,-35.3642497,149.1649498,683.96,-0.16039353609085083,-0.007419905159622431,-0.07956212013959885
1741113058.639024,-35.3642497,149.1649498,683.96,-0.16039353609085083,-0.007419905159622431,-0.07956212013959885
1741113058.7391415,-35.3642497,149.1649498,683.96,-0.16039353609085083,-0.007419905159622431,-0.07956212013959885
1741113058.8392842,-35.3641963,149.1649429,683.97,-0.21617881953716278,-0.008959024213254452,-0.09257696568965912
1741113058.939498,-35.3641963,149.1649429,683.97,-0.21617881953716278,-0.008959024213254452,-0.09257696568965912
1741113059.0397935,-35.3641471,149.1649355,683.95,-0.24692310392856598,-0.010807440616190434,-0.11046025902032852
1741113059.139894,-35.3641471,149.1649355,683.95,-0.24692310392856598,-0.010807440616190434,-0.11046025902032852
1741113059.240024,-35.3641471,149.1649355,683.95,-0.24692310392856598,-0.010807440616190434,-0.11046025902032852
1741113059.3403277,-35.3640939,149.1649262,683.92,-0.259263813495636,-0.011002392508089542,-0.133266881108284
1741113059.4405518,-35.3640939,149.1649262,683.92,-0.259263813495636,-0.011002392508089542,-0.133266881108284
1741113059.540655,-35.3640449,149.1649164,683.9,-0.2544633150100708,-0.008741755038499832,-0.1559852659702301
1741113059.640805,-35.3640449,149.1649164,683.9,-0.2544633150100708,-0.008741755038499832,-0.1559852659702301
1741113059.7409825,-35.3640449,149.1649164,683.9,-0.2544633150100708,-0.008741755038499832,-0.1559852659702301
1741113059.8411057,-35.3639919,149.1649042,683.9,-0.23630838096141815,-0.004424302838742733,-0.1805068850517273
1741113059.9412596,-35.3639919,149.1649042,683.9,-0.23630838096141815,-0.004424302838742733,-0.1805068850517273
1741113060.0413928,-35.3639432,149.1648918,683.92,-0.2113616019487381,-0.00023060530656948686,-0.2013174444437027
1741113060.141587,-35.3639432,149.1648918,683.92,-0.2113616019487381,-0.00023060530656948686,-0.2013174444437027
1741113060.2417927,-35.3639432,149.1648918,683.92,-0.2113616019487381,-0.00023060530656948686,-0.2013174444437027
1741113060.3419888,-35.3638907,149.1648771,683.97,-0.17912885546684265,0.0027577357832342386,-0.22063446044921875
1741113060.442299,-35.3638907,149.1648771,683.97,-0.17912885546684265,0.0027577357832342386,-0.22063446044921875
1741113060.5424492,-35.3638424,149.1648626,684.04,-0.14754252135753632,0.0032866199035197496,-0.23504775762557983
1741113060.6425524,-35.3638424,149.1648626,684.04,-0.14754252135753632,0.0032866199035197496,-0.23504775762557983
1741113060.7426565,-35.3638424,149.1648626,684.04,-0.14754252135753632,0.0032866199035197496,-0.23504775762557983
1741113060.842797,-35.3637903,149.1648462,684.11,-0.11410631239414215,0.0013563174288719893,-0.24700860679149628
1741113060.9428747,-35.3637903,149.1648462,684.11,-0.11410631239414215,0.0013563174288719893,-0.24700860679149628
1741113061.0429754,-35.3637425,149.1648306,684.17,-0.08600469678640366,-0.001959698973223567,-0.25496190786361694
1741113061.1430738,-35.3637425,149.1648306,684.17,-0.08600469678640366,-0.001959698973223567,-0.25496190786361694
1741113061.2431948,-35.3637425,149.1648306,684.17,-0.08600469678640366,-0.001959698973223567,-0.25496190786361694
1741113061.3434067,-35.3636908,149.1648133,684.21,-0.059967175126075745,-0.005747213494032621,-0.26074913144111633
1741113061.443625,-35.3636908,149.1648133,684.21,-0.059967175126075745,-0.005747213494032621,-0.26074913144111633
1741113061.5437503,-35.3636431,149.1647972,684.23,-0.04043981805443764,-0.00838704314082861,-0.2639133036136627
1741113061.6439424,-35.3636431,149.1647972,684.23,-0.04043981805443764,-0.00838704314082861,-0.2639133036136627
1741113061.7441382,-35.3636431,149.1647972,684.23,-0.04043981805443764,-0.00838704314082861,-0.2639133036136627
1741113061.8442652,-35.3635916,149.1647797,684.24,-0.024165870621800423,-0.00982682965695858,-0.2653661370277405
1741113061.9444642,-35.3635916,149.1647797,684.24,-0.024165870621800423,-0.00982682965695858,-0.2653661370277405
1741113062.044696,-35.3635441,149.1647634,684.24,-0.013143653981387615,-0.009861438535153866,-0.2653040587902069
1741113062.1449184,-35.3635441,149.1647634,684.24,-0.013143653981387615,-0.009861438535153866,-0.2653040587902069
1741113062.2451186,-35.3635441,149.1647634,684.24,-0.013143653981387615,-0.009861438535153866,-0.2653040587902069
1741113062.3453026,-35.3634925,149.164746,684.24,-0.004879118409007788,-0.008952273987233639,-0.26411253213882446
1741113062.445546,-35.3634925,149.164746,684.24,-0.004879118409007788,-0.008952273987233639,-0.26411253213882446
1741113062.545706,-35.363445,149.1647299,684.24,-3.696184649015777e-05,-0.008070762269198895,-0.2622624933719635
1741113062.6459289,-35.363445,149.1647299,684.24,-3.696184649015777e-05,-0.008070762269198895,-0.2622624933719635
1741113062.7461176,-35.363445,149.1647299,684.24,-3.696184649015777e-05,-0.008070762269198895,-0.2622624933719635
1741113062.8463068,-35.3633935,149.1647127,684.24,0.002893921220675111,-0.007652428466826677,-0.2597373127937317
1741113062.9465296,-35.3633935,149.1647127,684.24,0.002893921220675111,-0.007652428466826677,-0.2597373127937317
1741113063.0466762,-35.3633459,149.1646969,684.25,0.004051478113979101,-0.007879480719566345,-0.25715652108192444
1741113063.1469004,-35.3633459,149.1646969,684.25,0.004051478113979101,-0.007879480719566345,-0.25715652108192444
1741113063.2470896,-35.3633459,149.1646969,684.25,0.004051478113979101,-0.007879480719566345,-0.25715652108192444
1741113063.347232,-35.3632943,149.16468,684.27,0.00407372135668993,-0.008520441129803658,-0.2541878819465637
1741113063.4474607,-35.3632943,149.16468,684.27,0.00407372135668993,-0.008520441129803658,-0.2541878819465637
1741113063.5476322,-35.3632467,149.1646646,684.27,0.0032470461446791887,-0.009358898736536503,-0.25151145458221436
1741113063.6478462,-35.3632467,149.1646646,684.27,0.0032470461446791887,-0.009358898736536503,-0.25151145458221436
1741113063.7480574,-35.3632467,149.1646646,684.27,0.0032470461446791887,-0.009358898736536503,-0.25151145458221436
1741113063.8482528,-35.363195,149.1646481,684.27,0.0018041892908513546,-0.010244249366223812,-0.24871544539928436
1741113063.948484,-35.363195,149.1646481,684.27,0.0018041892908513546,-0.010244249366223812,-0.24871544539928436
1741113064.0486522,-35.3631474,149.1646329,684.27,8.541531133232638e-05,-0.010622133500874043,-0.2461727410554886
